(491.53,158.96,592.60,1.00) (491.532,158.958,592.597)
(464.60,290.36,385.85,1.00) (464.603,290.363,385.850)
(60.76,644.17,348.05,1.00) (60.755,644.175,348.051)
(220.26,777.14,788.43,1.00) (220.258,777.143,788.430)
(865.14,464.87,470.62,1.00) (865.140,464.870,470.616)
(436.08,56.80,713.47,1.00) (436.084,56.798,713.466)
(102.32,531.24,631.97,1.00) (102.318,531.242,631.968)
(616.79,141.29,170.71,1.00) (616.788,141.286,170.705)
(646.12,105.42,526.35,1.00) (646.119,105.415,526.348)
(976.88,857.64,784.21,1.00) (976.882,857.645,784.208)
(379.21,349.18,943.17,1.00) (379.212,349.176,943.166)
(971.81,813.78,233.53,1.00) (971.809,813.779,233.529)
(357.66,874.53,877.70,1.00) (357.659,874.534,877.704)
(705.71,94.79,654.85,1.00) (705.710,94.793,654.847)
(494.14,959.93,119.72,1.00) (494.140,959.932,119.718)
(964.76,396.02,176.52,1.00) (964.755,396.016,176.516)
(678.22,498.33,707.76,1.00) (678.221,498.334,707.758)
(310.19,115.12,849.04,1.00) (310.189,115.122,849.044)
(480.89,761.24,954.46,1.00) (480.894,761.242,954.460)
(7.24,738.12,812.10,1.00) (7.242,738.123,812.104)
(791.45,117.34,161.28,1.00) (791.450,117.336,161.281)
(734.62,89.14,975.06,1.00) (734.616,89.145,975.060)
(968.15,446.80,849.59,1.00) (968.146,446.804,849.594)
(845.85,152.51,944.39,1.00) (845.850,152.513,944.386)
(500.70,646.65,904.32,1.00) (500.697,646.653,904.319)
(620.41,611.41,300.33,1.00) (620.415,611.408,300.335)
(796.93,289.63,798.67,1.00) (796.931,289.630,798.669)
(504.69,599.82,913.79,1.00) (504.688,599.819,913.791)
(353.73,80.71,675.03,1.00) (353.732,80.713,675.033)
(308.19,87.95,413.16,1.00) (308.192,87.955,413.157)
(120.30,879.40,530.49,1.00) (120.296,879.404,530.492)
(281.58,614.02,619.64,1.00) (281.577,614.021,619.637)
(256.64,582.17,66.44,1.00) (256.637,582.166,66.441)
(106.23,428.02,218.95,1.00) (106.230,428.016,218.954)
(50.62,928.71,865.61,1.00) (50.617,928.713,865.607)
(954.94,549.13,477.02,1.00) (954.936,549.128,477.015)
(255.27,346.06,766.64,1.00) (255.271,346.058,766.645)
(53.94,850.75,366.46,1.00) (53.940,850.747,366.463)
(967.73,204.48,447.18,1.00) (967.731,204.479,447.176)
(642.76,512.67,535.13,1.00) (642.764,512.671,535.131)
(55.92,632.97,414.54,1.00) (55.921,632.968,414.535)
(586.41,914.54,28.56,1.00) (586.414,914.545,28.556)
(206.05,171.18,610.72,1.00) (206.050,171.181,610.722)
(272.49,277.41,38.74,1.00) (272.491,277.412,38.738)
(491.44,328.03,967.45,1.00) (491.445,328.028,967.451)
(357.05,282.96,516.58,1.00) (357.052,282.964,516.578)
(834.07,538.23,862.64,1.00) (834.067,538.235,862.637)
(600.71,592.17,713.38,1.00) (600.712,592.175,713.384)
(967.17,559.91,917.86,1.00) (967.175,559.906,917.863)
(414.35,202.67,430.53,1.00) (414.351,202.670,430.534)
(949.48,258.59,63.50,1.00) (949.482,258.591,63.502)
(364.02,845.00,978.05,1.00) (364.017,845.005,978.046)
(392.57,51.06,149.23,1.00) (392.572,51.055,149.227)
(3.29,323.55,426.64,1.00) (3.294,323.546,426.639)
(42.03,814.99,754.67,1.00) (42.032,814.991,754.667)
(9.48,172.04,37.63,1.00) (9.483,172.043,37.632)
(526.06,6.11,575.87,1.00) (526.061,6.110,575.867)
(388.70,606.82,168.04,1.00) (388.698,606.821,168.041)
(102.08,574.00,727.95,1.00) (102.082,573.996,727.947)
(19.94,988.35,930.62,1.00) (19.944,988.347,930.617)
(450.48,937.83,189.21,1.00) (450.478,937.829,189.208)
(513.98,301.85,34.21,1.00) (513.980,301.845,34.213)
(492.03,694.42,85.27,1.00) (492.026,694.418,85.269)
(641.25,697.71,408.81,1.00) (641.254,697.712,408.815)
(67.89,739.74,223.81,1.00) (67.893,739.744,223.806)
(822.56,749.23,395.85,1.00) (822.560,749.227,395.849)
(860.19,275.29,401.96,1.00) (860.192,275.288,401.959)
(436.06,663.99,8.78,1.00) (436.058,663.986,8.780)
(604.10,766.07,582.78,1.00) (604.100,766.067,582.776)
(332.05,786.01,571.12,1.00) (332.046,786.012,571.123)
(262.66,236.49,508.95,1.00) (262.664,236.490,508.952)
(451.87,750.47,810.80,1.00) (451.872,750.470,810.797)
(486.09,242.50,505.21,1.00) (486.085,242.496,505.215)
(571.35,883.75,202.93,1.00) (571.354,883.750,202.927)
(980.17,951.64,942.67,1.00) (980.169,951.643,942.671)
(203.98,774.20,691.90,1.00) (203.975,774.203,691.898)
(599.82,634.40,967.19,1.00) (599.824,634.395,967.185)
(1.78,70.45,631.17,1.00) (1.783,70.454,631.171)
(10.56,674.55,397.24,1.00) (10.562,674.553,397.238)
(593.34,6.60,183.25,1.00) (593.339,6.600,183.250)
(164.46,269.26,419.74,1.00) (164.462,269.263,419.740)
(673.41,721.14,170.21,1.00) (673.414,721.135,170.210)
(484.21,207.22,412.71,1.00) (484.211,207.221,412.706)
(989.43,778.57,296.46,1.00) (989.426,778.575,296.457)
(192.35,758.74,248.10,1.00) (192.353,758.744,248.100)
(135.02,962.72,22.30,1.00) (135.024,962.719,22.303)
(826.92,562.54,656.70,1.00) (826.922,562.543,656.698)
(794.11,564.33,727.15,1.00) (794.107,564.325,727.152)
(425.28,574.89,401.70,1.00) (425.278,574.888,401.705)
(822.52,168.23,408.30,1.00) (822.517,168.226,408.305)
(5.77,332.69,677.57,1.00) (5.766,332.688,677.568)
(425.51,6.10,398.70,1.00) (425.506,6.102,398.703)
(595.72,490.31,605.92,1.00) (595.716,490.313,605.924)
(8.42,479.74,384.50,1.00) (8.423,479.738,384.498)
(304.88,672.09,143.24,1.00) (304.879,672.091,143.242)
(552.98,807.12,105.96,1.00) (552.979,807.115,105.961)
(575.28,634.04,668.50,1.00) (575.282,634.037,668.503)
(231.98,428.14,232.83,1.00) (231.980,428.144,232.828)
(959.13,853.42,807.72,1.00) (959.132,853.422,807.716)
(360.84,675.94,975.94,1.00) (360.837,675.939,975.942)
(769.14,681.71,308.63,1.00) (769.142,681.705,308.630)
(446.71,107.21,314.73,1.00) (446.710,107.212,314.732)
(845.41,702.93,805.04,1.00) (845.413,702.928,805.044)
(451.34,711.35,284.78,1.00) (451.336,711.351,284.783)
(835.83,16.23,956.87,1.00) (835.835,16.230,956.874)
(979.08,569.21,763.99,1.00) (979.077,569.209,763.989)
(85.04,144.49,398.03,1.00) (85.037,144.491,398.026)
(753.54,376.47,826.17,1.00) (753.541,376.471,826.170)
(986.37,335.60,679.59,1.00) (986.369,335.604,679.593)
(794.08,696.44,355.53,1.00) (794.085,696.441,355.531)
(770.03,465.58,37.24,1.00) (770.027,465.583,37.237)
(78.66,912.29,144.45,1.00) (78.657,912.292,144.448)
(393.39,757.70,847.38,1.00) (393.388,757.705,847.376)
(198.43,209.04,558.73,1.00) (198.432,209.041,558.727)
(483.21,44.88,574.96,1.00) (483.215,44.876,574.957)
(440.09,23.95,144.17,1.00) (440.089,23.953,144.166)
(204.08,108.99,288.66,1.00) (204.078,108.990,288.657)
(602.10,862.53,665.13,1.00) (602.105,862.531,665.128)
(428.28,848.90,0.73,1.00) (428.275,848.900,0.732)
(107.87,642.98,697.17,1.00) (107.868,642.985,697.173)
(463.40,413.01,162.76,1.00) (463.399,413.011,162.755)
(500.64,491.67,75.05,1.00) (500.636,491.668,75.047)
(645.08,885.06,832.75,1.00) (645.084,885.057,832.752)
(492.46,83.49,41.79,1.00) (492.460,83.489,41.794)
(51.19,566.70,86.67,1.00) (51.187,566.704,86.670)
(626.14,6.79,110.62,1.00) (626.143,6.793,110.623)
(770.31,210.87,219.61,1.00) (770.309,210.871,219.613)
(58.97,812.98,82.14,1.00) (58.965,812.976,82.144)
(724.09,241.25,931.04,1.00) (724.094,241.251,931.044)
(724.83,349.12,574.03,1.00) (724.825,349.119,574.029)
(422.00,812.52,987.04,1.00) (421.998,812.518,987.040)
(584.75,313.15,478.71,1.00) (584.753,313.154,478.708)
(659.80,958.24,363.76,1.00) (659.800,958.238,363.765)
(492.55,450.70,447.25,1.00) (492.553,450.698,447.254)
(534.35,501.88,13.96,1.00) (534.346,501.884,13.958)
(621.02,128.03,20.75,1.00) (621.016,128.027,20.751)
(731.64,898.34,231.62,1.00) (731.639,898.336,231.622)
(951.25,957.30,44.60,1.00) (951.252,957.302,44.598)
(33.40,681.40,285.85,1.00) (33.396,681.395,285.849)
(964.44,406.22,634.97,1.00) (964.440,406.220,634.968)
(538.47,828.22,447.49,1.00) (538.469,828.218,447.486)
(525.51,412.97,760.64,1.00) (525.509,412.971,760.640)
(4.22,72.77,718.88,1.00) (4.217,72.771,718.878)
(367.98,565.32,169.58,1.00) (367.982,565.324,169.576)
(815.24,99.67,671.46,1.00) (815.236,99.670,671.460)
(829.19,720.69,799.49,1.00) (829.193,720.686,799.487)
(849.94,452.32,697.82,1.00) (849.944,452.325,697.823)
(81.57,403.58,655.12,1.00) (81.566,403.577,655.125)
(126.16,436.97,336.52,1.00) (126.164,436.974,336.520)
(412.01,401.41,742.74,1.00) (412.013,401.414,742.740)
(46.98,939.88,570.96,1.00) (46.981,939.883,570.958)
(494.47,465.39,983.93,1.00) (494.468,465.392,983.929)
(255.11,469.61,56.70,1.00) (255.108,469.609,56.700)
(973.99,837.59,622.02,1.00) (973.986,837.591,622.023)
(143.56,652.83,721.69,1.00) (143.561,652.826,721.693)
(815.02,482.02,442.38,1.00) (815.021,482.019,442.379)
(614.51,331.96,894.70,1.00) (614.508,331.963,894.704)
(312.33,413.53,298.28,1.00) (312.331,413.529,298.282)
(967.46,539.69,735.26,1.00) (967.456,539.692,735.255)
(303.98,951.70,136.67,1.00) (303.976,951.705,136.669)
(46.72,998.69,76.55,1.00) (46.716,998.686,76.552)
(617.67,493.15,541.94,1.00) (617.674,493.154,541.943)
(601.60,748.26,11.55,1.00) (601.603,748.262,11.552)
(658.30,722.25,849.14,1.00) (658.303,722.247,849.143)
(280.33,865.81,501.97,1.00) (280.327,865.809,501.969)
(2.02,680.83,983.99,1.00) (2.020,680.830,983.988)
(444.40,295.34,315.95,1.00) (444.399,295.338,315.952)
(339.10,607.67,729.48,1.00) (339.104,607.670,729.480)
(637.39,575.13,269.17,1.00) (637.385,575.126,269.172)
(372.64,879.10,220.88,1.00) (372.640,879.102,220.877)
(509.31,925.82,219.56,1.00) (509.309,925.818,219.563)
(585.86,543.49,712.72,1.00) (585.861,543.492,712.717)
(127.80,145.09,460.98,1.00) (127.804,145.095,460.978)
(139.36,803.40,183.23,1.00) (139.356,803.398,183.226)
(988.50,83.72,49.03,1.00) (988.499,83.725,49.035)
(490.47,85.74,729.86,1.00) (490.468,85.744,729.865)
(474.46,530.14,25.20,1.00) (474.456,530.144,25.203)
(790.41,869.25,632.87,1.00) (790.408,869.247,632.873)
(519.89,506.63,208.00,1.00) (519.888,506.633,207.999)
(789.06,879.27,87.10,1.00) (789.060,879.273,87.100)
(9.94,388.58,12.92,1.00) (9.937,388.582,12.918)
(229.50,974.44,556.41,1.00) (229.500,974.443,556.410)
(942.22,102.25,701.50,1.00) (942.217,102.247,701.505)
(403.20,241.60,504.90,1.00) (403.195,241.603,504.903)
(586.42,230.10,588.63,1.00) (586.421,230.101,588.627)
(635.46,720.57,674.37,1.00) (635.455,720.569,674.372)
(365.32,195.03,204.52,1.00) (365.320,195.026,204.515)
(390.52,985.43,73.76,1.00) (390.523,985.434,73.763)
(23.40,505.32,580.40,1.00) (23.396,505.322,580.396)
(231.39,294.38,459.67,1.00) (231.394,294.382,459.668)
(318.49,304.32,848.25,1.00) (318.495,304.319,848.250)
(331.41,533.82,822.69,1.00) (331.413,533.819,822.693)
(887.82,476.04,924.94,1.00) (887.823,476.036,924.939)
(589.33,879.23,166.54,1.00) (589.327,879.231,166.542)
(94.23,465.65,396.64,1.00) (94.230,465.652,396.643)
(682.86,101.11,117.21,1.00) (682.857,101.107,117.213)
(357.23,466.43,312.24,1.00) (357.229,466.427,312.239)
(561.74,856.95,297.67,1.00) (561.744,856.950,297.672)
(635.51,880.35,802.99,1.00) (635.507,880.346,802.994)
(215.90,111.74,97.38,1.00) (215.903,111.741,97.376)
(675.57,430.24,401.69,1.00) (675.571,430.235,401.695)
(523.82,761.65,935.51,1.00) (523.821,761.648,935.514)
(346.51,649.47,411.55,1.00) (346.514,649.470,411.551)
(271.45,238.80,290.78,1.00) (271.453,238.798,290.782)
(438.00,333.03,756.43,1.00) (437.995,333.028,756.434)
(834.64,15.88,857.54,1.00) (834.639,15.885,857.541)
(951.85,373.11,323.97,1.00) (951.852,373.114,323.969)
(264.09,934.86,180.92,1.00) (264.090,934.858,180.919)
(561.76,570.37,61.27,1.00) (561.763,570.365,61.265)
(364.76,786.27,173.01,1.00) (364.757,786.268,173.006)
(462.13,461.84,603.24,1.00) (462.133,461.839,603.241)
(863.83,985.66,364.89,1.00) (863.828,985.660,364.889)
(799.34,332.17,14.36,1.00) (799.342,332.174,14.359)
(210.89,603.63,253.16,1.00) (210.893,603.628,253.157)
(501.67,41.62,586.18,1.00) (501.674,41.623,586.184)
(258.11,876.26,602.07,1.00) (258.108,876.262,602.069)
(115.65,828.11,975.18,1.00) (115.650,828.114,975.183)
(439.62,92.20,910.04,1.00) (439.618,92.204,910.040)
(620.54,653.97,480.41,1.00) (620.537,653.967,480.406)
(681.80,18.72,266.67,1.00) (681.802,18.723,266.674)
(854.81,480.86,728.51,1.00) (854.808,480.856,728.513)
(458.05,344.68,714.17,1.00) (458.049,344.684,714.173)
(822.94,144.03,46.35,1.00) (822.938,144.026,46.347)
(837.30,354.92,649.98,1.00) (837.297,354.918,649.975)
(90.45,856.59,691.60,1.00) (90.454,856.593,691.598)
(676.64,114.70,567.86,1.00) (676.638,114.701,567.860)
(278.71,230.35,395.97,1.00) (278.707,230.351,395.974)
(253.89,669.97,488.18,1.00) (253.890,669.969,488.178)
(163.93,290.51,142.14,1.00) (163.930,290.506,142.144)
(644.34,972.31,160.87,1.00) (644.336,972.308,160.868)
(911.01,827.12,641.72,1.00) (911.009,827.116,641.724)
(639.52,285.17,986.41,1.00) (639.522,285.165,986.407)
(353.69,108.10,130.43,1.00) (353.695,108.103,130.433)
(400.04,945.40,485.35,1.00) (400.042,945.400,485.352)
(50.02,35.85,341.94,1.00) (50.017,35.854,341.944)
(741.62,712.49,456.65,1.00) (741.616,712.492,456.645)
(309.48,991.20,687.00,1.00) (309.476,991.199,686.996)
(705.45,245.09,356.96,1.00) (705.450,245.089,356.964)
(193.63,409.02,647.47,1.00) (193.627,409.019,647.470)
(335.77,53.35,619.78,1.00) (335.771,53.354,619.778)
(496.64,964.36,446.89,1.00) (496.639,964.364,446.894)
(138.36,603.89,732.06,1.00) (138.362,603.886,732.059)
(124.77,957.58,840.16,1.00) (124.770,957.581,840.163)
(255.20,357.62,785.56,1.00) (255.203,357.623,785.563)
(740.55,407.64,821.42,1.00) (740.555,407.640,821.417)
(82.50,149.26,533.91,1.00) (82.499,149.256,533.909)
(539.14,458.73,525.11,1.00) (539.144,458.732,525.108)
(226.14,164.18,770.20,1.00) (226.140,164.182,770.196)
(583.10,357.81,179.22,1.00) (583.104,357.809,179.215)
(230.57,693.58,232.57,1.00) (230.575,693.580,232.570)
(850.35,190.22,196.93,1.00) (850.353,190.219,196.933)
(297.25,328.58,800.82,1.00) (297.247,328.581,800.819)
(29.31,453.35,758.40,1.00) (29.306,453.351,758.400)
(869.47,708.55,116.02,1.00) (869.469,708.554,116.023)
(655.03,449.11,523.66,1.00) (655.032,449.109,523.664)
(476.45,531.61,672.92,1.00) (476.448,531.608,672.920)
(10.36,70.75,131.65,1.00) (10.357,70.752,131.652)
(535.46,296.89,295.83,1.00) (535.464,296.892,295.833)
(305.66,880.00,653.64,1.00) (305.661,879.997,653.642)
(484.88,110.57,347.22,1.00) (484.876,110.571,347.222)
(717.45,960.92,537.44,1.00) (717.445,960.924,537.441)
(914.38,258.17,866.02,1.00) (914.379,258.171,866.023)
(715.20,287.48,319.37,1.00) (715.198,287.477,319.374)
(473.60,156.95,27.93,1.00) (473.598,156.946,27.929)
(589.62,811.98,477.04,1.00) (589.621,811.978,477.038)
(113.28,288.43,8.65,1.00) (113.285,288.426,8.646)
(786.20,298.78,79.40,1.00) (786.205,298.783,79.398)
(917.86,834.25,376.29,1.00) (917.856,834.247,376.290)
(213.69,139.91,256.29,1.00) (213.690,139.908,256.287)
(867.33,624.78,366.86,1.00) (867.332,624.784,366.858)
(214.55,342.23,327.78,1.00) (214.555,342.229,327.781)
(752.00,256.61,585.95,1.00) (751.996,256.608,585.952)
(618.02,971.81,873.43,1.00) (618.019,971.806,873.429)
(937.39,445.40,30.38,1.00) (937.393,445.404,30.376)
(965.32,35.03,842.35,1.00) (965.322,35.026,842.353)
(442.36,148.31,130.78,1.00) (442.359,148.311,130.779)
(451.01,934.52,429.56,1.00) (451.005,934.515,429.562)
(530.40,852.37,263.81,1.00) (530.403,852.372,263.810)
(906.69,66.06,403.72,1.00) (906.693,66.061,403.718)
(162.98,933.39,28.50,1.00) (162.980,933.394,28.501)
(529.84,147.95,370.73,1.00) (529.837,147.948,370.731)
(857.62,899.94,627.34,1.00) (857.619,899.944,627.339)
(443.57,517.96,599.14,1.00) (443.571,517.963,599.145)
(317.00,455.36,44.55,1.00) (317.000,455.356,44.549)
(347.38,420.68,79.58,1.00) (347.376,420.677,79.575)
(189.73,863.04,227.89,1.00) (189.729,863.036,227.886)
(320.51,314.04,162.40,1.00) (320.508,314.041,162.401)
(750.07,844.44,14.77,1.00) (750.071,844.444,14.772)
(13.88,751.14,80.83,1.00) (13.880,751.137,80.834)
(417.60,914.12,14.23,1.00) (417.598,914.117,14.227)
(446.10,443.95,162.18,1.00) (446.099,443.954,162.176)
(816.83,301.57,62.12,1.00) (816.830,301.572,62.119)
(444.17,745.14,580.08,1.00) (444.168,745.143,580.082)
(43.31,62.14,35.44,1.00) (43.313,62.143,35.438)
(87.86,409.52,456.11,1.00) (87.863,409.518,456.115)
(167.44,599.25,319.15,1.00) (167.438,599.247,319.151)
(395.32,919.76,633.19,1.00) (395.323,919.756,633.193)
(557.72,669.83,477.64,1.00) (557.724,669.826,477.637)
(572.50,683.71,228.77,1.00) (572.496,683.707,228.774)
(653.33,101.30,142.89,1.00) (653.330,101.304,142.891)
(667.56,547.40,586.84,1.00) (667.558,547.403,586.845)
(829.73,364.23,888.42,1.00) (829.733,364.233,888.417)
(891.85,808.40,633.56,1.00) (891.853,808.402,633.560)
(471.93,851.71,695.70,1.00) (471.935,851.715,695.703)
(507.37,939.58,105.22,1.00) (507.372,939.578,105.222)
(963.49,107.02,704.47,1.00) (963.487,107.015,704.469)
(282.64,502.34,624.22,1.00) (282.638,502.339,624.225)
(915.83,60.06,294.05,1.00) (915.831,60.063,294.051)
(393.47,632.56,977.76,1.00) (393.468,632.559,977.758)
(622.24,285.89,79.06,1.00) (622.242,285.889,79.062)
(765.13,953.45,626.47,1.00) (765.133,953.447,626.466)
(351.98,783.18,990.70,1.00) (351.978,783.180,990.699)
(240.39,675.03,799.10,1.00) (240.395,675.032,799.100)
(873.95,146.97,650.82,1.00) (873.955,146.967,650.815)
(569.66,654.34,590.39,1.00) (569.658,654.339,590.393)
(674.88,617.83,697.41,1.00) (674.879,617.827,697.409)
(379.35,900.47,199.75,1.00) (379.348,900.465,199.747)
(3.57,816.30,259.81,1.00) (3.573,816.296,259.810)
(297.62,209.76,892.37,1.00) (297.624,209.764,892.369)
(275.38,832.01,178.26,1.00) (275.382,832.006,178.259)
(354.44,597.14,131.71,1.00) (354.444,597.139,131.706)
(980.91,949.12,914.89,1.00) (980.910,949.117,914.885)
(971.61,189.51,589.92,1.00) (971.609,189.511,589.918)
(770.71,63.47,736.88,1.00) (770.709,63.466,736.885)
(421.52,633.12,391.22,1.00) (421.525,633.124,391.224)
(11.92,308.00,9.05,1.00) (11.918,308.003,9.051)
(709.33,687.35,909.52,1.00) (709.326,687.351,909.516)
(909.07,690.92,725.81,1.00) (909.074,690.924,725.813)
(168.88,988.55,935.58,1.00) (168.884,988.548,935.577)
(61.25,263.93,767.58,1.00) (61.253,263.930,767.583)
(239.51,618.37,364.72,1.00) (239.512,618.374,364.723)
(371.22,599.28,313.84,1.00) (371.218,599.284,313.839)
(286.10,570.89,503.35,1.00) (286.103,570.893,503.350)
(876.02,341.60,566.82,1.00) (876.021,341.602,566.816)
(612.91,763.13,199.94,1.00) (612.906,763.126,199.940)
(4.13,775.04,507.94,1.00) (4.130,775.044,507.943)
(13.18,484.37,195.29,1.00) (13.181,484.370,195.294)
(922.70,393.44,886.22,1.00) (922.698,393.444,886.218)
(648.51,562.33,874.77,1.00) (648.510,562.328,874.767)
(584.09,623.58,138.70,1.00) (584.087,623.582,138.697)
(351.67,863.09,757.07,1.00) (351.671,863.094,757.071)
(716.39,234.31,356.36,1.00) (716.393,234.312,356.355)
(30.23,520.41,927.25,1.00) (30.233,520.415,927.248)
(533.58,396.44,268.85,1.00) (533.583,396.436,268.850)
(100.40,9.34,31.98,1.00) (100.399,9.341,31.976)
(300.34,13.47,807.02,1.00) (300.339,13.471,807.020)
(808.28,26.65,291.39,1.00) (808.282,26.652,291.390)
(3.58,949.35,684.83,1.00) (3.576,949.350,684.834)
(889.79,597.86,247.16,1.00) (889.795,597.860,247.162)
(764.56,181.95,870.74,1.00) (764.561,181.948,870.744)
(903.26,533.62,733.84,1.00) (903.258,533.619,733.837)
(660.33,250.01,968.15,1.00) (660.329,250.012,968.149)
(16.68,280.24,488.56,1.00) (16.684,280.245,488.564)
(943.93,813.83,885.00,1.00) (943.932,813.828,884.999)
(212.78,914.23,894.34,1.00) (212.782,914.227,894.340)
(244.76,214.57,907.81,1.00) (244.758,214.566,907.812)
(51.78,22.85,934.46,1.00) (51.777,22.848,934.464)
(343.17,26.42,883.81,1.00) (343.168,26.425,883.814)
(28.00,916.22,481.67,1.00) (28.002,916.219,481.674)
(275.16,680.78,663.62,1.00) (275.164,680.781,663.622)
(145.91,584.04,197.24,1.00) (145.908,584.039,197.241)
(879.74,244.37,447.25,1.00) (879.745,244.368,447.253)
(847.89,261.05,727.50,1.00) (847.894,261.052,727.498)
(336.46,204.98,541.33,1.00) (336.458,204.984,541.326)
(221.46,417.77,455.55,1.00) (221.457,417.765,455.553)
(115.80,662.52,670.12,1.00) (115.797,662.523,670.119)
(23.61,714.30,692.97,1.00) (23.609,714.300,692.967)
(958.07,57.47,719.39,1.00) (958.073,57.468,719.392)
(841.89,85.47,635.61,1.00) (841.887,85.469,635.612)
(323.56,360.63,316.39,1.00) (323.561,360.633,316.392)
(987.18,506.54,900.43,1.00) (987.184,506.541,900.431)
(184.42,386.29,144.80,1.00) (184.425,386.286,144.799)
(631.68,234.18,405.85,1.00) (631.678,234.180,405.850)
(359.18,570.64,610.83,1.00) (359.176,570.637,610.834)
(900.50,792.09,28.60,1.00) (900.502,792.094,28.599)
(356.05,907.89,691.12,1.00) (356.054,907.891,691.122)
(26.17,931.50,405.42,1.00) (26.173,931.500,405.423)
(719.14,889.57,462.89,1.00) (719.141,889.573,462.890)
(438.53,731.46,548.36,1.00) (438.533,731.460,548.360)
(74.14,55.02,908.99,1.00) (74.145,55.021,908.993)
(390.54,42.20,415.53,1.00) (390.537,42.205,415.534)
(290.97,226.63,801.82,1.00) (290.968,226.630,801.820)
(435.77,858.31,36.00,1.00) (435.767,858.307,36.000)
(841.62,217.48,606.64,1.00) (841.617,217.483,606.637)
(452.45,117.99,398.73,1.00) (452.451,117.985,398.731)
(481.05,474.04,306.62,1.00) (481.050,474.039,306.623)
(172.17,500.21,238.12,1.00) (172.173,500.213,238.123)
(577.60,219.35,127.70,1.00) (577.595,219.354,127.696)
(40.49,657.89,859.16,1.00) (40.486,657.887,859.156)
(588.85,732.03,914.18,1.00) (588.846,732.031,914.177)
(497.84,122.57,956.38,1.00) (497.839,122.569,956.381)
(913.37,413.54,183.01,1.00) (913.372,413.537,183.011)
(715.19,849.30,41.32,1.00) (715.192,849.303,41.319)
(751.19,690.92,258.80,1.00) (751.192,690.920,258.802)
(357.83,143.37,376.79,1.00) (357.829,143.371,376.787)
(756.56,624.42,850.83,1.00) (756.560,624.422,850.826)
(63.18,796.59,351.04,1.00) (63.182,796.594,351.039)
(301.31,374.19,570.39,1.00) (301.305,374.190,570.393)
(429.00,414.68,228.28,1.00) (429.001,414.676,228.280)
(288.16,3.52,960.31,1.00) (288.156,3.521,960.311)
(202.33,501.36,82.88,1.00) (202.333,501.360,82.880)
(158.71,414.73,496.42,1.00) (158.714,414.732,496.417)
(341.73,129.92,345.72,1.00) (341.725,129.924,345.720)
(383.04,881.12,36.64,1.00) (383.044,881.116,36.640)
(641.85,238.94,180.01,1.00) (641.846,238.945,180.011)
(18.63,995.50,804.43,1.00) (18.633,995.504,804.433)
(869.46,58.69,601.03,1.00) (869.459,58.687,601.027)
